0	-0.414037	0.168307	1.27385	1.88287	66.525	2.15959
0.001	-0.41273	0.170191	1.33948	1.88582	65.9707	3.11986
0.002	-0.411358	0.172079	1.40477	1.88948	65.6084	3.81125
0.003	-0.409921	0.17397	1.46983	1.89375	65.3553	4.43087
0.004	-0.408419	0.175866	1.53469	1.89863	65.1576	5.01811
0.005	-0.406852	0.177768	1.59939	1.90408	64.9941	5.5818
0.006	-0.405221	0.179675	1.66395	1.91007	64.8566	6.12571
0.007	-0.403525	0.181588	1.72839	1.9166	64.7422	6.65295
0.008	-0.401764	0.183508	1.79274	1.92365	64.6496	7.16652
0.009	-0.39994	0.185435	1.857	1.9312	64.5784	7.66924
0.01	-0.398051	0.187371	1.92121	1.93924	64.5282	8.16365
0.011	-0.396098	0.189314	1.98538	1.94777	64.4989	8.65204
0.012	-0.39408	0.191266	2.04952	1.95679	64.4902	9.13644
0.013	-0.391999	0.193228	2.11367	1.96628	64.5022	9.61866
0.014	-0.389853	0.195199	2.17784	1.97625	64.5349	10.1004
0.015	-0.387643	0.19718	2.24206	1.9867	64.5886	10.5833
0.016	-0.385369	0.199172	2.30634	1.99763	64.6635	11.0687
0.017	-0.383031	0.201176	2.3707	2.00904	64.7598	11.5583
0.018	-0.380628	0.203191	2.43516	2.02095	64.8778	12.0536
0.019	-0.378161	0.205218	2.49976	2.03335	65.018	12.5562
0.02	-0.375629	0.207257	2.5645	2.04626	65.1804	13.0678
0.021	-0.373033	0.20931	2.62941	2.05968	65.3653	13.5903
0.022	-0.370371	0.211377	2.69452	2.07364	65.5728	14.1259
0.023	-0.367644	0.213458	2.75984	2.08814	65.8028	14.6766
0.024	-0.364852	0.215553	2.8254	2.1032	66.0548	15.2453
0.025	-0.361993	0.217664	2.89121	2.11885	66.3282	15.8347
0.026	-0.359069	0.219791	2.9573	2.1351	66.6218	16.4484
0.027	-0.356079	0.221935	3.02369	2.15199	66.934	17.0903
0.028	-0.353022	0.224095	3.0904	2.16955	67.2625	17.7648
0.029	-0.349899	0.226274	3.15743	2.18781	67.6048	18.477
0.03	-0.346708	0.228471	3.22481	2.20683	67.9574	19.2318
0.031	-0.34345	0.230688	3.29254	2.22664	68.3163	20.0348
0.032	-0.340123	0.232924	3.36062	2.2473	68.6761	20.8917
0.033	-0.336729	0.235182	3.42906	2.26887	69.029	21.8086
0.034	-0.333266	0.237462	3.49785	2.29142	69.3643	22.7921
0.035	-0.329733	0.239766	3.56697	2.31502	69.6663	23.8487
0.036	-0.326132	0.242093	3.63638	2.33975	69.9126	24.9847
0.037	-0.322461	0.244445	3.70601	2.36571	70.0702	26.2052
0.038	-0.31872	0.246825	3.77578	2.39299	70.0908	27.5126
0.039	-0.31491	0.249232	3.84552	2.42169	69.9027	28.9038
0.04	-0.311029	0.251669	3.915	2.45191	69.3991	30.3638
0.041	-0.30708	0.254136	3.98387	2.4837	68.4193	31.8542
0.042	-0.303062	0.256637	4.0516	2.5171	66.7218	33.2894
0.043	-0.298976	0.259172	4.11738	2.55202	63.9503	34.4889
0.044	-0.294826	0.261742	4.18004	2.58811	59.6103	35.0831
0.045	-0.290615	0.26435	4.23794	2.62457	53.1337	34.357
0.046	-0.286348	0.266994	4.28904	2.65974	44.2117	31.1148
0.047	-0.282033	0.269673	4.33138	2.69085	33.4659	23.9932
0.048	-0.277681	0.272381	4.36374	2.71425	22.5691	12.6148
0.049	-0.273301	0.275108	4.38601	2.72618	12.8613	-1.61398
0.05	-0.268904	0.27784	4.39907	2.72392	4.46643	-16.1397
0.051	-0.264498	0.280561	4.40467	2.70695	-2.6739	-28.2738
0.052	-0.260089	0.283256	4.40472	2.67746	-7.98534	-36.4766
0.053	-0.255683	0.285916	4.40054	2.63923	-11.0195	-41.0033
0.054	-0.251284	0.288534	4.39336	2.59621	-12.0476	-42.9802
0.055	-0.246894	0.291107	4.38463	2.55139	-11.6835	-43.4387
0.056	-0.242513	0.293635	4.37571	2.50649	-10.4861	-43.0639
0.057	-0.238141	0.296118	4.36754	2.46233	-8.85122	-42.2591
0.058	-0.233776	0.298558	4.36065	2.41927	-7.02741	-41.2505
0.059	-0.229419	0.300956	4.35529	2.37744	-5.15878	-40.1618
0.06	-0.225065	0.303312	4.35157	2.33686	-3.32364	-39.0601
0.061	-0.220715	0.305629	4.3495	2.2975	-1.56124	-37.9811
0.062	-0.216366	0.307906	4.34903	2.2593	0.111491	-36.9428
0.063	-0.212017	0.310147	4.35011	2.22219	1.69004	-35.9537
0.064	-0.207666	0.31235	4.35265	2.18612	3.17652	-35.0166
0.065	-0.203311	0.314518	4.35658	2.15101	4.57638	-34.1314
0.066	-0.198953	0.316652	4.36184	2.1168	5.89661	-33.2965
0.067	-0.194588	0.318751	4.36836	2.08343	7.14464	-32.5096
0.068	-0.190216	0.320818	4.37606	2.05086	8.32777	-31.7678
0.069	-0.185836	0.322853	4.38491	2.01903	9.45284	-31.0687
0.07	-0.181446	0.324856	4.39484	1.98789	10.5261	-30.4096
0.071	-0.177046	0.326828	4.40581	1.95741	11.5529	-29.7885
0.072	-0.172635	0.32877	4.41778	1.92753	12.5379	-29.2029
0.073	-0.168211	0.330683	4.4307	1.89823	13.4849	-28.6504
0.074	-0.163773	0.332566	4.44456	1.86947	14.3973	-28.128
0.075	-0.159322	0.334421	4.4593	1.84122	15.278	-27.6327
0.076	-0.154855	0.336248	4.47491	1.81346	16.1299	-27.1614
0.077	-0.150372	0.338048	4.49135	1.78615	16.9555	-26.7112
0.078	-0.145872	0.33982	4.50861	1.75928	17.7575	-26.2792
0.079	-0.141355	0.341566	4.52665	1.73283	18.5382	-25.863
0.08	-0.136819	0.343286	4.54546	1.70678	19.3001	-25.4601
0.081	-0.132264	0.344979	4.56502	1.68113	20.0454	-25.0685
0.082	-0.127689	0.346647	4.58531	1.65586	20.7763	-24.686
0.083	-0.123093	0.348291	4.60633	1.63096	21.4947	-24.3109
0.084	-0.118476	0.349909	4.62806	1.60643	22.2028	-23.9414
0.085	-0.113837	0.351503	4.65048	1.58226	22.9023	-23.5759
0.086	-0.109176	0.353073	4.6736	1.55845	23.5951	-23.2129
0.087	-0.10449	0.35462	4.69741	1.53499	24.2832	-22.8511
0.088	-0.099781	0.356143	4.7219	1.51188	24.9682	-22.489
0.089	-0.0950467	0.357643	4.74707	1.48913	25.6519	-22.1252
0.09	-0.090287	0.35912	4.77293	1.46674	26.3363	-21.7585
0.091	-0.085501	0.360576	4.79946	1.4447	27.0231	-21.3876
0.092	-0.0806882	0.362009	4.82668	1.42303	27.7143	-21.011
0.093	-0.0758478	0.363421	4.85459	1.40172	28.4118	-20.6276
0.094	-0.0709792	0.364812	4.8832	1.38079	29.1179	-20.2357
0.095	-0.0660816	0.366182	4.91252	1.36025	29.8347	-19.8339
0.096	-0.0611543	0.367532	4.94256	1.3401	30.5649	-19.4206
0.097	-0.0561966	0.368862	4.97333	1.32035	31.3111	-18.9941
0.098	-0.0512078	0.370172	5.00486	1.30102	32.0767	-18.5525
0.099	-0.0461871	0.371464	5.03716	1.28212	32.8649	-18.0938
0.1	-0.0411336	0.372736	5.07026	1.26367	33.6798	-17.6157
0.101	-0.0360467	0.37399	5.10419	1.24568	34.5259	-17.1157
0.102	-0.0309254	0.375227	5.13899	1.22818	35.4084	-16.591
0.103	-0.0257689	0.376446	5.17469	1.2112	36.3335	-16.0385
0.104	-0.0205762	0.377648	5.21134	1.19475	37.3083	-15.455
0.105	-0.0153464	0.378835	5.24901	1.17886	38.3416	-14.8369
0.106	-0.0100784	0.380005	5.28776	1.16357	39.444	-14.1808
0.107	-0.00477101	0.381161	5.32766	1.1489	40.6287	-13.4834
0.108	0.000576857	0.382302	5.36882	1.1349	41.9126	-12.7419
0.109	0.00596655	0.38343	5.41135	1.12158	43.3169	-11.955
0.11	0.0113995	0.384544	5.4554	1.10898	44.8698	-11.1246
0.111	0.0168774	0.385647	5.50115	1.09711	46.6084	-10.2591
0.112	0.0224019	0.386737	5.54882	1.08595	48.5832	-9.37963
0.113	0.0279752	0.387817	5.5987	1.07544	50.8638	-8.53345
0.114	0.0335996	0.388886	5.65116	1.06541	53.5464	-7.82183
0.115	0.0392778	0.389946	5.70667	1.0555	56.7595	-7.45954
0.116	0.0450133	0.390995	5.76577	1.04498	60.6496	-7.90681
0.117	0.0508097	0.392032	5.82902	1.03234	65.2592	-10.1421
0.118	0.0566711	0.393055	5.89642	1.01488	69.9636	-16.0015
0.119	0.0626012	0.394057	5.96612	0.988881	72.0335	-27.0073
0.12	0.0686011	0.39503	6.03403	0.953298	68.3775	-38.8085
0.121	0.0746676	0.395964	6.09788	0.911599	62.7057	-44.7696
0.122	0.0807963	0.396854	6.15826	0.867623	59.0954	-45.8731
0.123	0.0869841	0.397701	6.21665	0.823723	57.7656	-44.8714
0.124	0.0932295	0.398503	6.27448	0.781102	58.0302	-43.145
0.125	0.0995328	0.399264	6.33292	0.740337	59.3895	-41.234
0.126	0.105895	0.399986	6.39295	0.70172	61.5785	-39.3413
0.127	0.112318	0.40067	6.45547	0.665422	64.4854	-37.5458
0.128	0.118806	0.401319	6.52146	0.63156	68.0919	-35.8855
0.129	0.125361	0.401937	6.59199	0.600201	72.4329	-34.3899
0.13	0.131991	0.402525	6.6683	0.571312	77.5588	-33.0796
0.131	0.138701	0.403085	6.75177	0.544724	83.4649	-31.9134
0.132	0.1455	0.403621	6.84359	0.520268	89.9186	-30.6122
0.133	0.152396	0.404133	6.94427	0.498345	95.9696	-28.3242
0.134	0.159399	0.404626	7.05217	0.480743	97.9636	-23.6525
0.135	0.166517	0.405104	7.14901	0.475657	62.1098	-5.33912
0.136	0.173723	0.405584	7.22518	0.487677	38.433	14.9208
0.137	0.180997	0.406083	7.29584	0.51002	43.5245	22.855
0.138	0.188342	0.406604	7.3731	0.537951	56.5082	34.2964
0.139	0.195762	0.407154	7.45172	0.569789	63.8791	39.6263
0.14	0.203256	0.407736	7.52639	0.600611	64.9877	36.8197
0.141	0.210821	0.408347	7.59868	0.627063	66.8741	31.4897
0.142	0.218457	0.408983	7.66935	0.650147	66.6965	28.7486
0.143	0.226161	0.409641	7.73495	0.674003	60.516	31.4359
0.144	0.233927	0.410326	7.78481	0.692701	37.8895	16.9719
0.145	0.241731	0.411022	7.82231	0.700096	37.5546	7.65496
0.146	0.249571	0.411721	7.8549	0.713337	29.2879	27.7736
0.147	0.257439	0.412444	7.86995	0.739837	3.36611	33.4743
0.148	0.265309	0.413197	7.86761	0.767904	-4.80723	30.3261
0.149	0.273173	0.413977	7.85919	0.794516	-8.24775	30.0303
0.15	0.281026	0.414783	7.84729	0.821168	-11.4113	29.8981
0.151	0.288865	0.415616	7.83204	0.847894	-14.7097	29.6894
0.152	0.296688	0.416476	7.81327	0.874759	-18.3652	29.7054
0.153	0.304489	0.417363	7.79062	0.902117	-22.4928	30.2246
0.154	0.312267	0.418278	7.76372	0.930545	-27.0248	31.4089
0.155	0.320015	0.419222	7.7323	0.96069	-31.7473	33.2306
0.156	0.327729	0.420197	7.69633	0.993067	-36.4239	35.4563
0.157	0.335406	0.421206	7.65594	1.0279	-40.9198	37.7496
0.158	0.34304	0.422251	7.61132	1.06513	-45.2598	39.8498
0.159	0.350627	0.423335	7.56254	1.10456	-49.6268	41.7681
0.16	0.358164	0.424459	7.50945	1.14623	-54.2282	43.9981
0.161	0.365645	0.425626	7.45198	1.19094	-58.7688	47.5005
0.162	0.373067	0.42684	7.39082	1.24017	-61.9127	52.7183
0.163	0.380426	0.428106	7.32796	1.295	-62.4516	58.4364
0.164	0.387722	0.42943	7.26573	1.35518	-60.8989	63.1364
0.165	0.394957	0.430816	7.20554	1.41952	-58.5455	66.545
0.166	0.402133	0.432268	7.14771	1.48698	-56.296	69.1282
0.167	0.409252	0.43379	7.09184	1.55694	-54.675	71.3615
0.168	0.416316	0.435382	7.03704	1.62917	-54.1149	73.463
0.169	0.423326	0.437048	6.98198	1.70339	-55.0447	75.247
0.17	0.430279	0.438789	6.92506	1.77888	-57.6015	76.0246
0.171	0.437175	0.440605	6.86505	1.85413	-61.07	74.9599
0.172	0.444009	0.442497	6.80188	1.92725	-64.0088	72.0106
0.173	0.450778	0.444459	6.73665	1.9969	-65.4577	68.1281
0.174	0.457482	0.44649	6.67082	2.06274	-65.4898	64.2968
0.175	0.46412	0.448585	6.60545	2.1251	-64.6338	60.9578
0.176	0.470692	0.45074	6.54115	2.18449	-63.3515	58.1554
0.177	0.477202	0.452953	6.47817	2.24138	-61.9209	55.7899
0.178	0.483648	0.455223	6.41658	2.29612	-60.4825	53.7441
0.179	0.490034	0.457546	6.35634	2.349	-59.0987	51.9217
0.18	0.496361	0.459921	6.29738	2.40017	-57.7909	50.2518
0.181	0.502628	0.462346	6.23963	2.44977	-56.5608	48.6842
0.182	0.508839	0.464821	6.18303	2.49788	-55.4005	47.1843
0.183	0.514994	0.467342	6.1275	2.54454	-54.2982	45.7279
0.184	0.521093	0.46991	6.07299	2.58981	-53.2406	44.2983
0.185	0.527139	0.472522	6.01948	2.63369	-52.2147	42.8838
0.186	0.533132	0.475178	5.96694	2.67621	-51.2079	41.4757
0.187	0.539072	0.477875	5.91536	2.71735	-50.2082	40.0678
0.188	0.544961	0.480613	5.86474	2.75713	-49.2047	38.6549
0.189	0.550801	0.48339	5.81509	2.79554	-48.1876	37.2329
0.19	0.556591	0.486204	5.76644	2.83258	-47.1481	35.7968
0.191	0.562332	0.489055	5.7188	2.86821	-46.0781	34.3416
0.192	0.568027	0.491941	5.67223	2.90244	-44.9699	32.8611
0.193	0.573676	0.494861	5.62675	2.93524	-43.8164	31.348
0.194	0.57928	0.497813	5.58243	2.96659	-42.6113	29.7932
0.195	0.58484	0.500795	5.53931	2.99643	-41.3489	28.1858
0.196	0.590357	0.503806	5.49747	3.02474	-40.0249	26.5118
0.197	0.595833	0.506846	5.45697	3.05145	-38.6374	24.754
0.198	0.60127	0.509911	5.41787	3.07649	-37.188	22.8903
0.199	0.606668	0.513	5.38025	3.09977	-35.6846	20.8923
0.2	0.612029	0.516112	5.34416	3.12118	-34.1436	18.7232
0.201	0.617355	0.519244	5.30964	3.14057	-32.595	16.3354
0.202	0.622647	0.522395	5.27671	3.15774	-31.0882	13.6692
0.203	0.627907	0.525562	5.24533	3.17245	-29.7029	10.6526
0.204	0.633137	0.528743	5.21539	3.18441	-28.5624	7.20536
0.205	0.638338	0.531935	5.18665	3.19323	-27.8516	3.2529
0.206	0.64351	0.535134	5.15871	3.19849	-27.8316	-1.2411
0.207	0.648656	0.538337	5.13094	3.19977	-28.8318	-6.21079
0.208	0.653774	0.541539	5.10242	3.19672	-31.1752	-11.3994
0.209	0.658863	0.544736	5.07202	3.18921	-35.0022	-16.3176
0.21	0.663922	0.547924	5.03847	3.17746	-40.0894	-20.3914
0.211	0.668945	0.551098	5.00051	3.162	-45.9552	-23.3045
0.212	0.673928	0.554254	4.95684	3.14372	-52.3779	-25.2056
0.213	0.678864	0.557391	4.906	3.12373	-60.0507	-26.547
0.214	0.683746	0.560508	4.84571	3.10331	-71.3267	-27.6603
0.215	0.688562	0.563606	4.77262	3.08464	-88.2488	-26.5953
0.216	0.6933	0.566687	4.68861	3.06936	-98.8797	-23.6636
0.217	0.697947	0.569754	4.59561	3.05593	-102.655	-22.1266
0.218	0.702496	0.572807	4.49736	3.04208	-102.585	-21.4169
0.219	0.706944	0.575845	4.39819	3.02731	-100.188	-20.8123
0.22	0.711293	0.578867	4.30082	3.0122	-96.5237	-19.7283
0.221	0.715546	0.581873	4.20657	2.99769	-92.5456	-17.9099
0.222	0.719706	0.584866	4.11566	2.98466	-88.9887	-15.5145
0.223	0.723777	0.587846	4.02766	2.97366	-86.1898	-12.9192
0.224	0.727761	0.590816	3.94193	2.96483	-84.14	-10.455
0.225	0.73166	0.593778	3.85785	2.95805	-82.6724	-8.297
0.226	0.735476	0.596734	3.77498	2.95303	-81.6048	-6.4904
0.227	0.73921	0.599686	3.69299	2.94948	-80.7953	-5.01111
0.228	0.742861	0.602636	3.61171	2.94712	-80.1481	-3.80966
0.229	0.746432	0.605583	3.53101	2.94575	-79.603	-2.83353
0.23	0.749923	0.608529	3.4508	2.94516	-79.1235	-2.03587
0.231	0.753333	0.611475	3.37105	2.94522	-78.6877	-1.3778
0.232	0.756664	0.614421	3.29172	2.94581	-78.2831	-0.82808
0.233	0.759915	0.617368	3.21278	2.94686	-77.9024	-0.361843
0.234	0.763088	0.620316	3.13422	2.94829	-77.5415	0.0406517
0.235	0.766183	0.623266	3.05601	2.95006	-77.1984	0.395129
0.236	0.7692	0.626218	2.97815	2.95214	-76.8719	0.714177
0.237	0.772139	0.629172	2.90061	2.95448	-76.5615	1.00793
0.238	0.775	0.632128	2.82338	2.95709	-76.2671	1.28458
0.239	0.777785	0.635088	2.74645	2.95995	-75.9886	1.55078
0.24	0.780492	0.63805	2.66981	2.96306	-75.7259	1.8119
0.241	0.783123	0.641015	2.59343	2.96641	-75.479	2.07231
0.242	0.785678	0.643984	2.5173	2.97002	-75.2476	2.33562
0.243	0.788157	0.646956	2.44142	2.97388	-75.0316	2.6048
0.244	0.79056	0.649933	2.36576	2.97801	-74.8305	2.88228
0.245	0.792888	0.652914	2.29031	2.98242	-74.6436	3.17007
0.246	0.79514	0.655899	2.21506	2.98712	-74.4701	3.46977
0.247	0.797317	0.65889	2.14	2.99213	-74.3091	3.78267
